                       Time(s)                      Zre(Ohm)                      Zim(Ohm)                        Z(Ohm)                      Freq(Hz)                    Phase(deg)                       EDC(mV)
                      0.128000                   6755.462891                   3996.161133                   7848.922363                  10000.000000                    -30.606230                      0.000000
                      0.272000                   6824.638672                   3994.455811                   7907.677734                   8888.900391                    -30.340406                      0.000000
                      0.436571                   7059.030762                   4099.418457                   8163.035156                   7777.799805                    -30.145187                      0.000000
                      0.628570                   7516.110840                   4371.320312                   8694.846680                   6666.700195                    -30.181999                      0.000000
                       Time(s)                      Zre(Ohm)                      Zim(Ohm)                        Z(Ohm)                      Freq(Hz)                    Phase(deg)                       EDC(mV)
                      0.128000                   4004.078857                   1725.499268                   4360.045410                  10000.000000                    -23.312920                      0.000000
                      0.272000                   3751.894043                   1407.421021                   4007.186523                   8888.900391                    -20.562214                      0.000000
                      0.436571                   3795.918457                   1347.885742                   4028.125244                   7777.799805                    -19.549349                      0.000000
                      0.628570                   3988.254883                   1406.353516                   4228.948730                   6666.700195                    -19.423862                      0.000000
                      0.858968                   4340.244629                   1560.648071                   4612.303711                   5555.600098                    -19.777370                      0.000000
                      1.146964                   4953.287598                   1795.551514                   5268.687012                   4444.500000                    -19.925425                      0.000000
                      1.530957                   5583.770020                   2229.389648                   6012.375977                   3333.399902                    -21.764971                      0.000000
                      2.106936                   6545.107422                   2367.948486                   6960.288086                   2222.300049                    -19.889572                      0.000000
                      3.258844                   7567.829590                   1800.241089                   7779.004395                   1111.199951                    -13.380868                      0.000000
                     23.258844                   7841.500488                    363.667908                   7849.928711                      0.100000                     -2.655323                      0.000000
                       Time(s)                      Zre(Ohm)                      Zim(Ohm)                        Z(Ohm)                      Freq(Hz)                    Phase(deg)                       EDC(mV)
                      0.128000                   4585.909668                   1983.974854                   4996.671387                  10000.000000                    -23.394470                      0.000000
                      0.272000                   4468.743652                   1882.592163                   4849.105469                   8888.900391                    -22.844717                      0.000000
                      0.436571                   4585.427246                   1862.162964                   4949.120605                   7777.799805                    -22.102295                      0.000000
                      0.628570                   4762.757812                   1835.767822                   5104.302734                   6666.700195                    -21.078768                      0.000000
                      0.858968                   5040.085449                   1868.267578                   5375.210449                   5555.600098                    -20.338821                      0.000000
                      1.146964                   5369.222168                   2009.491211                   5732.939941                   4444.500000                    -20.518923                      0.000000
                      1.530957                   5790.665039                   2128.829590                   6169.580078                   3333.399902                    -20.185007                      0.000000
                      2.106936                   6104.018066                   1879.055054                   6386.695801                   2222.300049                    -17.110409                      0.000000
                      3.258844                   6228.028809                   1268.160278                   6355.830078                   1111.199951                    -11.509306                      0.000000
                     23.258844                   6003.355957                    413.043579                   6017.548340                      0.100000                     -3.935868                      0.000000
                       Time(s)                      Zre(Ohm)                      Zim(Ohm)                        Z(Ohm)                      Freq(Hz)                    Phase(deg)                       EDC(mV)
                      0.128000                   3572.804688                   1110.373413                   3741.371826                  10000.000000                    -17.264450                      0.000000
                      0.272000                   3733.689209                   1029.676392                   3873.069580                   8888.900391                    -15.417786                      0.000000
                      0.436571                   3814.144043                   1035.226807                   3952.137207                   7777.799805                    -15.185266                      0.000000
                      0.628570                   3763.235596                    993.421204                   3892.149414                   6666.700195                    -14.787639                      0.000000
                      0.858968                   3746.752197                    922.539612                   3858.656738                   5555.600098                    -13.832431                      0.000000
                      1.146964                   3835.638184                    876.370972                   3934.481689                   4444.500000                    -12.870085                      0.000000
                      1.530957                   3879.458496                    808.279602                   3962.765869                   3333.399902                    -11.769126                      0.000000
                      2.106936                   4037.450439                    756.480225                   4107.708496                   2222.300049                    -10.612228                      0.000000
                      3.258844                   4497.190430                    741.943848                   4557.982422                   1111.199951                     -9.368237                      0.000000
                     23.258844                   5525.440430                    743.580078                   5575.249023                      0.100000                     -7.664470                      0.000000
                       Time(s)                      Zre(Ohm)                      Zim(Ohm)                        Z(Ohm)                      Freq(Hz)                    Phase(deg)                       EDC(mV)
                      0.128000                   4508.749023                   1480.736694                   4745.671387                  10000.000000                    -18.180910                      0.000000
                      0.272000                   4432.497070                   1333.723267                   4628.806152                   8888.900391                    -16.746363                      0.000000
                      0.436571                   4782.034668                   1541.624512                   5024.386719                   7777.799805                    -17.868198                      0.000000
                      0.628570                   5205.424805                   1835.522095                   5519.563965                   6666.700195                    -19.423525                      0.000000
                      0.858968                   5297.061035                   1830.112549                   5604.298828                   5555.600098                    -19.059818                      0.000000
                      1.146964                   5442.899414                   1763.836304                   5721.562012                   4444.500000                    -17.955534                      0.000000
                      1.530957                   5554.852051                   1871.875732                   5861.766113                   3333.399902                    -18.622803                      0.000000
                      2.106936                   5667.162598                   1750.656982                   5931.402344                   2222.300049                    -17.166569                      0.000000
                      3.258844                   5834.244629                   1325.616577                   5982.948242                   1111.199951                    -12.801015                      0.000000
                     23.258844                   5939.145508                    584.428345                   5967.831055                      0.100000                     -5.619970                      0.000000
